"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County","Phone Number","Hospital Type","Hospital Ownership","Emergency Services"
"030068","MT GRAHAM REGIONAL MEDICAL CENTER","1600  SOUTH 20TH AVENUE","","","SAFFORD","AZ","85546","GRAHAM","9283484000","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"030069","HAVASU REGIONAL MEDICAL CENTER","101 CIVIC CENTER LANE","","","LAKE HAVASU CITY","AZ","86403","MOHAVE","9288558185","Acute Care Hospitals","Proprietary","Yes"
"030071","FORT DEFIANCE INDIAN HOSPITAL","PO BOX 649","","","FORT DEFIANCE","AZ","86504","APACHE","9287298000","Acute Care Hospitals","Government - Federal","Yes"
"030073","TUBA CITY REGIONAL HEALTH CARE CORPORATION","PO BOX 600","","","TUBA CITY","AZ","86045","COCONINO","9282832501","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"030074","SELLS INDIAN HEALTH SERVICE HOSPITAL","PO BOX 548","","","SELLS","AZ","85634","PIMA","5203837200","Acute Care Hospitals","Government - Federal","Yes"
"030077","SAN CARLOS INDIAN HOSPITAL","223 CIBECUE CIRCLE ROAD","","","SAN CARLOS","AZ","85550","GILA","9284757347","Acute Care Hospitals","Government - Federal","Yes"
"030078","PHOENIX INDIAN MEDICAL CENTER","4212 NORTH 16TH STREET","","","PHOENIX","AZ","85016","MARICOPA","6022631200","Acute Care Hospitals","Government - Federal","Yes"
"030083","PARADISE VALLEY HOSPITAL","3929 EAST BELL ROAD","","","PHOENIX","AZ","85032","MARICOPA","6029235000","Acute Care Hospitals","Proprietary","No"
"030084","CHINLE COMPREHENSIVE HEALTH CARE FACILITY","US HWY 191, HOSPITAL ROAD","","","CHINLE","AZ","86503","APACHE","9286747001","Acute Care Hospitals","Government - Federal","Yes"
"030085","NORTHWEST MEDICAL CENTER","6200 NORTH LA CHOLLA BOULEVARD","","","TUCSON","AZ","85741","PIMA","5207429000","Acute Care Hospitals","Proprietary","Yes"
"030087","SCOTTSDALE HEALTHCARE-SHEA MEDICAL CENTER","9003 EAST SHEA BOULEVARD","","","SCOTTSDALE","AZ","85260","MARICOPA","4803233000","Acute Care Hospitals","Proprietary","Yes"
"030088","BANNER BAYWOOD MEDICAL CENTER","6644 EAST BAYWOOD AVENUE","","","MESA","AZ","85206","MARICOPA","4803212000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"030089","BANNER THUNDERBIRD MEDICAL CENTER","5555 WEST THUNDERBIRD ROAD","","","GLENDALE","AZ","85306","MARICOPA","6025885555","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"030092","JOHN C LINCOLN DEER VALLEY HOSPITAL","19829 NORTH 27TH AVENUE","","","PHOENIX","AZ","85027","MARICOPA","6238795574","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"030093","BANNER DEL E WEBB MEDICAL CENTER","14502 WEST MEEKER BOULEVARD","","","SUN CITY WEST","AZ","85375","MARICOPA","6232144000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"030094","ARROWHEAD HOSPITAL","18701 NORTH 67TH AVENUE","","","GLENDALE","AZ","85308","MARICOPA","6235611000","Acute Care Hospitals","Proprietary","No"
"030100","CARONDELET HEART AND VASCULAR INSTITUTE","4888 NORTH STONE AVENUE","","","TUCSON","AZ","85704","PIMA","5206962328","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"030101","WESTERN ARIZONA REGIONAL MEDICAL CTR","2735 SILVER CREEK ROAD","","","BULLHEAD CITY","AZ","86442","MOHAVE","9287632273","Acute Care Hospitals","Proprietary","Yes"
"030103","MAYO CLINIC HOSPITAL","5777 EAST MAYO BOULEVARD","","","PHOENIX","AZ","85054","MARICOPA","4805156296","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"030105","BANNER HEART HOSPITAL","6750 EAST BAYWOOD AVENUE","","","MESA","AZ","85206","MARICOPA","4808545050","Acute Care Hospitals","Voluntary non-profit - Private","No"
"030107","ARIZONA SPINE AND JOINT HOSPITAL","4620 EAST BASELINE ROAD","","","MESA","AZ","85206","MARICOPA","4808324770","Acute Care Hospitals","Proprietary","No"
"030108","SURGICAL SPECIALTY HOSPITAL OF ARIZONA","6501 NORTH 19TH AVENUE","","","PHOENIX","AZ","85015","MARICOPA","6027956020","Acute Care Hospitals","Proprietary","No"
"030110","WEST VALLEY HOSPITAL","13677 WEST MCDOWELL ROAD","","","GOODYEAR","AZ","85395","MARICOPA","6238821500","Acute Care Hospitals","Proprietary","Yes"
"030111","UNIVERSITY OF ARIZONA MEDICAL CTR- SOUTH CAM, THE","2800 EAST AJO WAY","","","TUCSON","AZ","85713","PIMA","5202944471","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"030112","ARIZONA ORTHOPEDIC SURGICAL HOSPITAL","2905 WEST WARNER ROAD","","","CHANDLER","AZ","85225","MARICOPA","4806039000","Acute Care Hospitals","Proprietary","No"
"030113","WHITERIVER PHS INDIAN HOSPITAL","200 WEST HOSPITAL DRIVE  (PO BOX 860)","","","WHITERIVER","AZ","85941","NAVAJO","9283384911","Acute Care Hospitals","Government - Federal","Yes"
"030114","ORO VALLEY HOSPITAL","1551 EAST TANGERINE ROAD","","","ORO VALLEY","AZ","85755","PIMA","5209013500","Acute Care Hospitals","Proprietary","Yes"
"030115","BANNER ESTRELLA MEDICAL CENTER","9201 WEST THOMAS ROAD","","","PHOENIX","AZ","85037","MARICOPA","6233274000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"030117","VALLEY VIEW MEDICAL CENTER","5330 SOUTH HIGHWAY 95","","","FORT MOHAVE","AZ","86426","MOHAVE","9287882273","Acute Care Hospitals","Proprietary","Yes"
"030118","YAVAPAI REGIONAL MEDICAL CENTER-EAST","7700 EAST FLORENTINE ROAD","","","PRESCOTT VALLEY","AZ","86314","YAVAPAI","9284428165","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"030119","MERCY GILBERT MEDICAL CENTER","3555 SOUTH VAL VISTA DRIVE","","","GILBERT","AZ","85296","MARICOPA","4807288327","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"030120","GILBERT HOSPITAL","5656 SOUTH POWER ROAD","","","GILBERT","AZ","85295","MARICOPA","4802795835","Acute Care Hospitals","Proprietary","Yes"
"030121","MOUNTAIN VISTA MEDICAL CENTER, LP","1301 SOUTH CRISMON ROAD","","","MESA","AZ","85209","MARICOPA","4803586100","Acute Care Hospitals","Proprietary","Yes"
"030122","BANNER GATEWAY MEDICAL CENTER","1900 NORTH HIGLEY ROAD","","","GILBERT","AZ","85234","MARICOPA","4805432000","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"030123","SCOTTSDALE HEALTHCARE-THOMPSON PEAK HOSPITAL","7400 EAST THOMPSON PEAK PARKWAY","","","SCOTTSDALE","AZ","85255","MARICOPA","4803247004","Acute Care Hospitals","Proprietary","Yes"
"030126","ARIZONA REGIONAL MEDICAL CENTER","515 NORTH MESA DRIVE","","","MESA","AZ","85201","MARICOPA","4808983333","Acute Care Hospitals","Proprietary","Yes"
"030128","HUALAPAI MOUNTAIN MEDICAL CENTER","3801 SANTA ROSA DRIVE","","","KINGMAN","AZ","86401","MOHAVE","9282635000","Acute Care Hospitals","Proprietary","Not Available"
"03012F","PHOENIX VA MEDICAL CENTER","650 E. INDIAN SCHOOL ROAD","","","PHOENIX                       ","AZ","85012","","6022226444","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","Yes"
"030130","BANNER IRONWOOD MEDICAL CENTER","37000 NORTH GANTZEL ROAD","","","SAN TAN VALLEY","AZ","85140","PINAL","4803944030","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"030131","OASIS HOSPITAL","750 NORTH 40TH STREET","","","PHOENIX","AZ","85008","MARICOPA","6027977700","Acute Care Hospitals","Voluntary non-profit - Private","No"
"03013F","VA S. ARIZONA HEALTHCARE SYSTEM","3601 SOUTH SIXTH AVENUE","","","TUCSON                        ","AZ","85723","","5206291821","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","Yes"
"03033F","VA NORTHERN ARIZONA HEALTHCARE SYSTEM","500 HIGHWAY 89 NORTH","","","PRESCOTT                      ","AZ","86313","YAVAPAI","9284454860","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","Yes"
"031300","WICKENBURG COMMUNITY HOSPITAL","520 ROSE LANE","","","WICKENBURG","AZ","85390","MARICOPA","9286845421","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"031301","BENSON HOSPITAL","450 SOUTH OCOTILLO STREET","","","BENSON","AZ","85602","COCHISE","5205862261","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"031302","NORTHERN COCHISE COMMUNITY HOSPITAL","901 WEST REX ALLEN DRIVE","","","WILLCOX","AZ","85643","COCHISE","5203843541","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"031303","SOUTHEAST ARIZONA MEDICAL CENTER","2174 WEST OAK AVENUE","","","DOUGLAS","AZ","85607","COCHISE","5203647931","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"031304","PAGE HOSPITAL","501 NORTH NAVAJO DRIVE","","","PAGE","AZ","86040","COCONINO","6286452424","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"031305","HOPI HEALTH CARE CENTER","HIGHWAY 264, MILEPOST 388","","","POLACCA","AZ","86042","NAVAJO","9287376000","Critical Access Hospitals","Government - Federal","Yes"
"031309","SAGE MEMORIAL HOSPITAL","STATE ROUTE 264 SOUTH 191 PO BOX 457","","","GANADO","AZ","86505","APACHE","9287554500","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"031311","LITTLE COLORADO MEDICAL CENTER","1501 NORTH WILLIAMSON AVENUE","","","WINSLOW","AZ","86047","NAVAJO","9282894691","Critical Access Hospitals","Government - Local","Yes"
"031312","COPPER QUEEN COMMUNITY HOSPITAL","101 COLE AVENUE","","","BISBEE","AZ","85603","COCHISE","5204325383","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"031313","CARONDELET HOLY CROSS HOSPITAL","1171 WEST TARGET RANGE ROAD","","","NOGALES","AZ","85621","SANTA CRUZ","5202853000","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"031314","COBRE VALLEY REGIONAL MEDICAL CENTER","5880 SOUTH HOSPITAL DRIVE","","","GLOBE","AZ","85501","GILA","9284253261","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"031315","WHITE MOUNTAIN REGIONAL MEDICAL CENTER","118 SOUTH MOUNTAIN AVENUE","","","SPRINGERVILLE","AZ","85938","APACHE","9283334368","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"033302","PHOENIX CHILDREN'S HOSPITAL","1919 EAST THOMAS ROAD","","","PHOENIX","AZ","85016","MARICOPA","6029330400","Childrens","Voluntary non-profit - Private","Yes"
"040001","SILOAM SPRINGS MEMORIAL HOSPITAL","205 EAST JEFFERSON STREET","","","SILOAM SPRINGS","AR","72761","BENTON","4795244141","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"040002","JOHNSON REGIONAL MEDICAL CENTER","1100 EAST POPLAR STREET","","","CLARKSVILLE","AR","72830","JOHNSON","4797545454","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"040004","WASHINGTON REGIONAL MED CTR AT NORTH HILLS","3215 N NORTH HILLS BLVD","","","FAYETTEVILLE","AR","72703","WASHINGTON","4794635113","Acute Care Hospitals","Government - Local","Yes"
"040007","ST VINCENT INFIRMARY MEDICAL CENTER","TWO ST VINCENT CIRCLE","","","LITTLE ROCK","AR","72205","PULASKI","5015523000","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"040010","MERCY MEDICAL CENTER","2710 RIFE MEDICAL LANE","","","ROGERS","AR","72758","BENTON","4793388000","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"040011","JOHN ED CHAMBERS MEM HOSP, INC","HIGHWAY 10 AT DETROIT STREET","","","DANVILLE","AR","72833","YELL","4794952241","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"040014","WHITE COUNTY MEDICAL CENTER","3214 EAST RACE AVENUE","","","SEARCY","AR","72143","WHITE","5012783100","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"040015","MENA REGIONAL HEALTH SYSTEM","311 NORTH MORROW STREET","","","MENA","AR","71953","POLK","4793946100","Acute Care Hospitals","Government - Local","Yes"
"040016","UAMS MEDICAL CENTER","4301 WEST MARKHAM STREET MAIL SLOT 612","","","LITTLE ROCK","AR","72205","PULASKI","5016865000","Acute Care Hospitals","Government - State","Yes"
"040017","NORTH ARKANSAS REGIONAL MEDICAL CENTER","620 NORTH MAIN STREET","","","HARRISON","AR","72601","BOONE","8704144000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"040018","SUMMIT MEDICAL CENTER","EAST MAIN AND SOUTH 20TH STREET","","","VAN BUREN","AR","72956","CRAWFORD","4794714300","Acute Care Hospitals","Proprietary","Yes"
"040019","FORREST CITY MEDICAL CENTER","1601 NEWCASTLE ROAD","","","FORREST CITY","AR","72335","SAINT FRANCIS","8702610000","Acute Care Hospitals","Proprietary","Yes"
"040020","ST BERNARDS MEDICAL CTR","225 E JACKSON","","","JONESBORO","AR","72401","CRAIGHEAD","8709724100","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"040022","NW ARKANSAS HOSPITALS, LLC","609 WEST MAPLE AVENUE","","","SPRINGDALE","AR","72764","WASHINGTON","4797515711","Acute Care Hospitals","Proprietary","Yes"
"040026","ST JOSEPHS MERCY HEALTH CENTER INC","300 WERNER STREET","","","HOT SPRINGS","AR","71903","GARLAND","5016221000","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"040027","BAXTER REGIONAL MEDICAL CENTER","624 HOSPITAL DRIVE","","","MOUNTAIN HOME","AR","72653","BAXTER","8705081000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"040029","CONWAY REGIONAL MEDICAL CENTER","2302 COLLEGE AVENUE","","","CONWAY","AR","72034","FAULKNER","5013293831","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"040036","BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK","3333 SPRINGHILL DRIVE","","","NORTH LITTLE ROCK","AR","72117","PULASKI","5012023000","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"040039","ARKANSAS METHODIST MEDICAL CENTER","900 WEST KINGSHIGHWAY","","","PARAGOULD","AR","72450","GREENE","8702397000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"040041","ST MARYS REGIONAL MEDICAL CENTER","1808 WEST MAIN STREET","","","RUSSELLVILLE","AR","72801","POPE","4799682841","Acute Care Hospitals","Proprietary","Yes"
"040042","CRITTENDEN MEMORIAL HOSPITAL","200 TYLER","","","WEST MEMPHIS","AR","72301","CRITTENDEN","8707351500","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"040047","FIVE RIVERS MEDICAL CENTER","2801 MEDICAL CENTER DRIVE","","","POCAHONTAS","AR","72455","RANDOLPH","8708926000","Acute Care Hospitals","Government - Local","Yes"
"040050","OUACHITA COUNTY MEDICAL CENTER","638 CALIFORNIA AVENUE","","","CAMDEN","AR","71701","OUACHITA","8708361000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"040051","DREW MEMORIAL HOSPITAL","778 SCOGIN DRIVE","","","MONTICELLO","AR","71655","DREW","8703672411","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"040055","SPARKS REGIONAL MEDICAL CENTER","1001 TOWSON AVENUE","","","FORT SMITH","AR","72901","SEBASTIAN","5014414000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"040062","ST EDWARD MERCY MEDICAL CENTER","7301 ROGERS AVE","","","FORT SMITH","AR","72917","SEBASTIAN","4793146000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"040067","MAGNOLIA HOSPITAL","101 HOSPITAL DRIVE","","","MAGNOLIA","AR","71754","COLUMBIA","8702353000","Acute Care Hospitals","Government - Local","Yes"
"040069","GREAT RIVER MEDICAL CENTER","1520 N DIVISION STREET","","","BLYTHEVILLE","AR","72315","MISSISSIPPI","8708387300","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"040071","JEFFERSON REGIONAL MEDICAL CENTER","1600 WEST 40TH AVENUE","","","PINE BLUFF","AR","71603","JEFFERSON","8705417100","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"040072","BAPTIST HEALTH MEDICAL CENTER-STUTTGART","1703 NORTH BUERKLE ROAD","","","STUTTGART","AR","72160","ARKANSAS","8706733511","Acute Care Hospitals","Proprietary","Yes"
"040074","NORTH METRO MEDICAL CENTER","1400 BRADEN STREET","","","JACKSONVILLE","AR","72076","PULASKI","5019857000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"040076","HOT SPRING COUNTY MEDICAL CENTER","1001 SCHNEIDER DRIVE","","","MALVERN","AR","72104","HOT SPRING","5013374911","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"040078","NATIONAL PARK MEDICAL CENTER","1910 MALVERN AVENUE","","","HOT SPRINGS","AR","71901","GARLAND","5013211000","Acute Care Hospitals","Proprietary","No"
"040080","HARRIS HOSPITAL","1205 MCLAIN STREET","","","NEWPORT","AR","72112","JACKSON","8705238911","Acute Care Hospitals","Proprietary","Yes"
"040084","SALINE MEMORIAL HOSPITAL","#1 MEDICAL PARK DRIVE","","","BENTON","AR","72015","SALINE","5017766000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"040085","HELENA REGIONAL MEDICAL CENTER","1801 MARTIN LUTHER KING DRIVE","","","HELENA","AR","72342","PHILLIPS","8703385800","Acute Care Hospitals","Proprietary","Yes"
"040088","MEDICAL CENTER SOUTH ARKANSAS","700 WEST GROVE STREET","","","EL DORADO","AR","71731","UNION","8708632000","Acute Care Hospitals","Proprietary","Yes"
"040091","MEDICAL PARK HOSPITAL","2001 SOUTH MAIN STREET","","","HOPE","AR","71801","HEMPSTEAD","8707772323","Acute Care Hospitals","Proprietary","Yes"
"04009F","FAYETTEVILLE AR VA MEDICAL CENTER","1100 N. COLLEGE AVENUE","","","FAYETTEVILLE                  ","AR","72703","WASHINGTON","4794445058","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","Yes"
"04010F","VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR","4300 WEST SEVENTH STREET","","","LITTLE ROCK                   ","AR","72205","PULASKI","5012571000","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","Yes"
"040114","BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK","9601 INTERSTATE 630, EXIT 7","","","LITTLE ROCK","AR","72205","PULASKI","5012022000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"040118","NEA BAPTIST MEMORIAL HOSPITAL","3024 STADIUM BOULEVARD","","","JONESBORO","AR","72401","CRAIGHEAD","8709727000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"040119","WHITE RIVER MEDICAL CENTER","1710 HARRISON STREET","","","BATESVILLE","AR","72503","INDEPENDENCE","8702621200","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"040132","LEO N LEVI NATIONAL ARTHRITIS HOSPITAL","300 PROSPECT AVE","","","HOT SPRINGS","AR","71901","GARLAND","5016241281","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"040134","ARKANSAS HEART HOSPITAL","1701 S SHACKLEFORD ROAD","","","LITTLE ROCK","AR","72211","PULASKI","5012197000","Acute Care Hospitals","Proprietary","Yes"
"040137","ST VINCENT MEDICAL CENTER/NORTH","2215 WILDWOOD AVENUE","","","SHERWOOD","AR","72120","PULASKI","5015527100","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"040147","ARKANSAS SURGICAL HOSPITAL","5201 NORTH SHORE DRIVE","","","NO LITTLE ROCK","AR","72118","PULASKI","5017488000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"040152","PHYSICIANS' SPECIALTY HOSPITAL","3873 NORTH PARKVIEW DRIVE","","","FAYETTEVILLE","AR","72703","WASHINGTON","4795717002","Acute Care Hospitals","Proprietary","Yes"
"041300","NORTH LOGAN MERCY HOSPITAL","500 EAST ACADEMY","","","PARIS","AR","72855","LOGAN","4799636101","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"041302","RIVER VALLEY MEDICAL CENTER","200 NORTH THIRD STREET","","","DARDANELLE","AR","72834","YELL","4792294677","Critical Access Hospitals","Proprietary","Yes"
"041303","MERCY HOSPITAL TURNER MEMORIAL","801 WEST RIVER STREET","","","OZARK","AR","72949","FRANKLIN","4796674138","Critical Access Hospitals","Government - Local","Yes"
"041304","EUREKA SPRINGS HOSPITAL, LLC","24 NORRIS STREET","","","EUREKA SPRINGS","AR","72632","CARROLL","4792537400","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
